ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
11887	1975	Graduation	YOLO	435848.8229472062	1	0	01-01-2013	82	717	93	1695	63	10	277	13	20	8	0	16	1	0	0	0	1	0	3	11	0
11888	1922	PhD	YOLO	214411.8002937657	0	2	29-12-2012	86	457	109	768	33	113	183	1	5	9	9	12	0	0	1	0	1	0	3	11	1
11889	1914	Graduation	Alone	163420.87366990416	0	1	02-12-2013	40	215	42	1652	201	217	22	7	9	2	11	11	1	1	0	0	0	1	3	11	0
11890	1895	PhD	Married	229441.51252000342	2	0	23-03-2013	79	611	146	862	115	136	217	13	0	16	4	7	0	1	0	0	0	0	3	11	1
11891	1993	2n Cycle	Divorced	531456.8324742155	1	1	21-09-2012	71	535	114	179	192	68	116	7	22	16	13	8	1	1	1	0	1	1	3	11	1
11892	1974	2n Cycle	Single	391566.5824807474	2	1	02-12-2013	62	432	98	1058	173	46	190	13	24	11	0	19	0	0	1	0	1	1	3	11	1
11893	1967	Graduation	YOLO	170316.9841008504	2	2	07-02-2014	93	958	10	1319	26	238	341	4	5	5	8	14	1	1	1	1	1	1	3	11	0
11894	1940	Graduation	Single	545545.5424628302	1	1	06-09-2013	71	557	51	427	256	161	136	15	25	15	12	3	1	1	0	0	0	1	3	11	1
11895	1894	PhD	Together	38141.487162642916	1	0	20-07-2013	74	239	125	1318	130	32	99	6	12	24	9	15	0	0	1	1	0	0	3	11	1
11896	1968	PhD	Widow	466642.196632547	1	2	06-10-2013	6	815	121	531	25	64	177	3	15	6	7	12	0	0	0	0	0	1	3	11	0
11897	1946	Master	Alone	293703.9333717238	2	2	10-05-2014	84	101	31	1376	117	178	188	4	3	26	4	5	1	1	1	1	0	0	3	11	0
11898	1898	Master	YOLO	487991.3041491075	1	1	28-04-2013	97	664	79	214	115	203	227	13	22	17	9	7	0	0	1	0	1	0	3	11	1
11899	1932	Master	Married	618432.3938399432	1	1	09-08-2013	84	1066	28	1076	238	44	351	13	11	21	9	14	0	0	0	0	1	1	3	11	1
11900	1985	Graduation	Divorced	500454.67295242246	1	0	20-11-2013	68	1441	35	1163	211	32	351	2	3	24	3	19	0	0	1	0	1	1	3	11	0
11901	1986	Master	Divorced	295608.67549932934	0	1	20-06-2014	49	320	174	1671	17	105	125	15	12	18	3	1	1	1	1	0	1	0	3	11	0
11902	1894	Graduation	YOLO	102119.16576311381	1	0	24-11-2012	42	808	87	447	130	50	225	11	24	21	10	0	1	0	0	1	0	1	3	11	0
11903	1965	2n Cycle	YOLO	537901.7924481619	2	1	26-02-2014	16	412	170	680	110	132	316	3	15	22	8	20	1	1	0	1	0	1	3	11	0
11904	1894	Basic	Absurd	308069.69024898915	0	0	10-09-2013	20	927	111	878	127	132	25	3	23	11	11	9	1	1	0	0	1	1	3	11	1
11905	1985	2n Cycle	Divorced	51807.87511029006	2	1	28-11-2013	5	33	51	1657	113	55	117	6	26	1	0	8	0	0	0	1	0	0	3	11	1
11906	1989	Graduation	Single	479855.81997615815	0	2	17-09-2013	70	749	52	1674	224	88	229	9	0	28	9	7	1	0	1	1	0	0	3	11	0
11907	1966	Graduation	Married	195792.8788087135	1	0	07-09-2012	74	444	67	25	145	150	240	9	18	28	13	13	0	0	0	1	0	0	3	11	0
11908	1990	Basic	Absurd	34237.543774259844	0	2	26-03-2013	81	179	132	1573	190	20	2	14	0	13	11	0	1	1	1	1	1	0	3	11	1
11909	1947	PhD	Single	602001.6488928034	2	2	06-01-2013	37	716	82	644	107	236	193	9	12	8	2	9	1	1	0	1	1	0	3	11	0
11910	1964	PhD	Together	322961.3077725562	0	2	24-04-2013	62	1291	175	1311	18	98	163	11	10	12	9	3	0	1	0	0	1	1	3	11	1
11911	1993	PhD	Divorced	188551.11885265628	1	2	04-11-2013	11	968	114	196	150	105	328	12	16	9	4	17	0	1	0	1	0	0	3	11	1
11912	1952	Master	Married	478081.21225376154	1	0	06-06-2013	21	311	151	111	182	216	215	0	6	25	3	8	0	0	1	1	1	0	3	11	1
11913	1989	PhD	YOLO	590798.3834067332	2	1	10-08-2013	2	5	123	1678	153	257	89	6	27	26	0	10	0	1	1	1	1	0	3	11	0
11914	1898	Master	Divorced	1934.1852446452394	0	2	20-02-2013	18	547	125	1494	224	107	301	4	22	28	10	13	0	0	0	1	1	1	3	11	0
11915	1996	Master	Single	459107.6805131895	2	1	13-04-2013	42	637	111	1392	53	142	320	13	24	4	6	18	1	0	1	1	0	0	3	11	1
11916	1911	PhD	Single	511743.68777383305	2	0	15-05-2014	86	457	0	381	98	230	104	7	0	21	7	8	1	0	1	0	0	0	3	11	1
11917	1988	PhD	Single	141318.30378551694	2	1	29-04-2014	97	570	98	1051	88	174	104	10	1	26	2	4	0	0	1	1	1	1	3	11	1
11918	1919	Basic	Divorced	327298.51196255576	1	0	02-01-2014	66	67	1	1170	160	203	337	7	8	28	6	17	0	0	1	0	1	0	3	11	1
11919	1893	Basic	Married	61099.408482896564	0	1	11-06-2013	86	119	137	1333	56	133	213	13	13	12	2	19	1	1	1	1	1	0	3	11	1
11920	1925	Master	Married	498270.87988022517	1	0	02-06-2014	4	963	190	377	121	197	204	5	15	17	9	2	1	1	0	0	0	0	3	11	0
11921	1932	Basic	Together	565234.0151594414	1	0	23-05-2013	28	1356	58	1104	100	175	46	2	27	6	1	3	1	0	0	0	0	1	3	11	1
11922	1924	Master	Divorced	73667.20317483052	1	1	11-04-2014	97	847	5	1038	228	185	114	1	24	12	6	14	0	1	1	0	1	0	3	11	0
11923	1961	Graduation	Together	544623.8150766153	0	2	30-04-2014	4	874	103	780	202	100	348	8	25	28	11	6	1	1	1	1	1	1	3	11	0
11924	1909	Master	Alone	514774.7828813038	1	2	24-03-2013	92	946	82	1238	84	217	276	7	17	12	5	2	1	0	0	0	1	1	3	11	0
11925	1900	Master	Together	232405.15559414297	1	1	04-09-2012	44	1009	175	22	58	130	203	15	19	15	5	11	1	1	1	1	0	0	3	11	0
11926	1949	Basic	Together	460728.35887591715	1	2	12-06-2013	53	345	163	335	208	173	263	9	6	15	6	9	1	0	0	0	1	1	3	11	1
11927	1934	Graduation	Together	1761.9993097880756	0	2	16-05-2013	23	1268	47	1213	15	145	329	4	16	3	8	1	0	0	1	1	0	0	3	11	1
11928	1990	2n Cycle	YOLO	621315.8051700032	0	0	28-11-2013	20	1320	156	280	43	183	174	15	12	20	4	11	0	0	0	0	0	1	3	11	0
11929	1901	2n Cycle	Single	367699.62695300824	2	1	01-11-2012	31	933	119	159	45	144	211	9	1	27	1	5	1	0	1	1	0	1	3	11	0
11930	1979	2n Cycle	Alone	414215.64291392965	1	2	12-06-2013	4	627	168	1684	253	75	207	2	11	11	5	3	1	0	0	0	0	1	3	11	0
11931	1927	Graduation	Absurd	443685.97180103406	1	2	16-08-2013	61	613	87	1408	57	212	56	13	20	22	10	1	1	1	1	0	1	1	3	11	0
11932	1963	PhD	YOLO	375004.4688331119	0	2	17-03-2014	17	1383	127	283	69	153	239	6	9	5	2	6	0	0	1	1	0	0	3	11	0
11933	1971	Graduation	Together	571423.1523249404	0	1	21-11-2013	34	1371	72	90	228	166	350	10	1	20	8	13	0	0	1	0	1	1	3	11	1
11934	1945	Basic	Married	407142.697463519	1	2	27-02-2013	79	1460	31	1651	207	115	242	1	5	2	6	3	1	0	0	0	1	1	3	11	1
11935	1946	Master	Together	605332.2975354749	2	2	30-03-2014	98	274	103	492	220	99	161	4	0	28	4	2	1	0	0	0	0	1	3	11	1
11936	1976	Master	Single	388943.25956179295	2	2	07-01-2014	87	629	4	483	59	33	177	13	5	21	3	12	0	1	1	1	1	0	3	11	1
11937	1917	Basic	YOLO	115515.45878207003	1	0	13-05-2013	99	1088	84	139	153	18	249	3	27	27	3	17	0	0	0	1	1	0	3	11	0
11938	1959	Basic	Widow	609190.6316295627	2	1	24-04-2013	4	68	16	1486	40	85	303	4	20	21	13	1	1	0	1	0	0	1	3	11	0
11939	1954	Master	Absurd	454968.6622493565	2	2	31-08-2013	8	726	23	1043	202	230	169	9	24	12	9	10	0	0	1	1	0	0	3	11	0
11940	1947	PhD	Alone	466679.18000400095	1	0	18-05-2013	3	308	127	1362	229	81	101	4	23	21	4	6	0	0	0	1	1	0	3	11	0
11941	1938	PhD	Widow	657012.2932980786	2	1	20-08-2013	32	146	90	1433	151	256	305	10	26	10	5	3	0	1	1	0	0	0	3	11	0
11942	1916	PhD	Widow	51730.895969900725	0	0	18-03-2014	90	577	111	1620	93	167	121	0	23	10	6	13	1	0	1	0	0	1	3	11	1
11943	1990	Basic	Alone	286716.65379143483	1	0	17-08-2013	21	507	81	1636	127	151	45	10	27	0	9	14	0	1	1	0	0	0	3	11	0
11944	1938	Master	Divorced	160713.13423094797	0	1	25-01-2014	58	175	85	938	228	231	343	10	25	17	9	10	1	0	0	0	0	0	3	11	0
11945	1914	Master	Absurd	420923.2517408403	1	2	30-09-2013	10	577	5	433	72	51	41	11	8	12	8	2	0	1	1	1	1	0	3	11	1
11946	1903	Master	YOLO	538208.1337447079	0	2	28-06-2014	68	200	27	1225	82	1	91	9	20	8	3	7	1	0	0	1	1	0	3	11	1
11947	1940	Graduation	Absurd	644264.7775280853	2	0	10-09-2013	9	1041	105	923	235	188	279	11	9	24	5	11	1	1	0	1	0	0	3	11	1
11948	1900	Graduation	Married	304007.31697404373	0	1	07-01-2014	2	1359	147	24	191	193	332	11	9	24	6	13	0	0	0	1	1	0	3	11	1
11949	1931	2n Cycle	Single	524514.8054105707	0	1	21-01-2013	14	1150	120	1054	45	258	229	14	22	26	10	4	1	0	1	1	0	1	3	11	0
11950	1927	Graduation	Alone	611510.6174049618	0	2	26-01-2014	36	712	146	1491	50	54	137	7	15	12	8	13	1	1	0	0	1	1	3	11	0
11951	1941	PhD	YOLO	456097.6798086811	0	0	31-07-2013	39	1074	7	1230	219	203	281	14	15	4	0	11	0	0	1	1	1	1	3	11	0
11952	1938	PhD	Widow	163131.61249574108	0	2	15-05-2014	16	1174	17	1425	98	7	224	1	18	4	7	2	0	1	0	0	0	0	3	11	0
11953	1930	PhD	Single	405914.1078210104	1	1	08-09-2012	19	1184	36	167	100	179	347	12	21	3	10	12	0	1	0	1	1	0	3	11	1
11954	1900	PhD	Single	646686.0348673688	0	1	01-04-2013	3	187	188	1366	143	108	346	13	11	7	13	19	0	1	1	1	0	0	3	11	0
11955	1946	2n Cycle	Divorced	658390.0927478939	0	2	10-03-2013	97	229	172	1090	234	202	197	8	23	7	5	2	0	0	1	1	0	1	3	11	1
11956	1929	PhD	Widow	428858.17174293956	1	2	13-02-2014	33	954	37	1034	244	97	188	11	19	1	4	0	1	1	0	0	0	0	3	11	1
11957	1983	Basic	Together	591520.0917683691	1	1	12-10-2013	94	1204	1	410	247	78	250	3	9	11	2	12	1	0	1	1	1	0	3	11	0
11958	1984	Basic	Single	134949.50460003456	2	0	20-07-2013	33	845	182	1188	162	87	50	12	0	10	2	13	1	1	1	1	1	0	3	11	1
11959	1932	Basic	Widow	165356.52326250722	0	1	12-10-2012	66	1493	142	139	120	167	80	7	14	8	2	17	0	1	0	1	1	0	3	11	1
11960	1926	Graduation	Absurd	635339.2777612071	0	0	06-04-2014	27	426	58	480	196	185	255	9	18	16	2	10	0	1	1	1	0	1	3	11	0
11961	1988	Master	Single	91652.86964001559	2	2	25-08-2012	92	1105	74	1435	29	82	334	2	10	3	5	6	1	0	1	1	1	1	3	11	1
11962	1971	2n Cycle	Divorced	128803.55052012551	0	2	14-10-2013	78	1427	132	1285	171	22	173	4	22	18	5	2	0	1	1	0	1	1	3	11	0
11963	1909	Basic	Divorced	281367.9033044907	2	0	25-10-2013	35	477	105	505	105	102	2	10	9	1	3	0	0	1	0	0	1	1	3	11	1
11964	1925	Basic	Together	393765.8179615618	1	1	31-01-2013	34	1056	147	837	207	6	329	0	21	25	11	20	0	0	0	1	0	1	3	11	1
11965	1939	PhD	Divorced	403229.8063118867	0	1	25-10-2012	40	749	81	939	55	108	348	5	0	16	8	16	0	0	1	0	0	0	3	11	0
11966	1944	Basic	YOLO	195875.35929804572	0	0	07-01-2014	58	592	139	212	135	258	70	7	13	24	8	11	0	1	0	1	1	1	3	11	0
11967	1972	PhD	Widow	613879.3228475128	1	0	12-05-2013	73	866	184	344	222	111	305	3	21	4	12	16	0	1	0	1	0	1	3	11	1
11968	1985	PhD	Alone	610212.8721651419	0	0	08-05-2013	16	1483	112	558	19	251	35	0	12	19	10	5	1	1	1	0	0	1	3	11	0
11969	1901	Master	Divorced	262430.1629244323	1	0	25-03-2013	29	513	80	35	25	97	179	15	21	16	12	8	1	1	1	0	0	1	3	11	0
11970	1925	Graduation	Alone	290506.2319979041	1	1	09-07-2013	53	1441	67	1617	65	12	43	10	1	10	4	16	1	1	0	0	0	1	3	11	1
11971	1952	PhD	Together	468845.6228724246	2	2	09-07-2013	51	331	18	1067	60	166	85	10	21	25	13	6	0	0	1	0	1	0	3	11	0
11972	1985	PhD	Absurd	442579.83936789946	1	1	12-05-2013	71	1439	86	918	44	76	269	10	24	15	6	17	0	0	0	1	0	0	3	11	1
11973	1969	Master	Married	255933.04794008247	2	0	23-02-2013	22	532	26	406	114	168	193	11	7	15	4	1	1	0	1	0	0	0	3	11	0
11974	1913	PhD	Single	277175.9156293699	1	1	11-02-2014	18	4	115	86	15	225	176	9	10	5	12	8	1	1	0	0	1	0	3	11	0
11975	1950	2n Cycle	YOLO	233153.62288294442	2	0	29-06-2013	36	283	180	1058	143	39	82	9	18	5	3	17	0	1	0	0	1	1	3	11	1
11976	1977	Graduation	Single	158245.96498350473	2	0	18-03-2013	58	303	169	1476	128	2	154	14	18	6	2	14	1	0	0	1	0	0	3	11	0
11977	1961	2n Cycle	Widow	306362.69048932573	2	0	01-08-2013	35	863	115	1340	73	250	1	13	27	22	8	17	0	1	1	1	0	1	3	11	1
11978	1902	Basic	Together	458164.7659307476	2	0	24-06-2014	67	1220	44	720	24	97	76	7	10	17	1	11	1	1	1	0	0	1	3	11	0
11979	1898	Graduation	Together	495090.3731648647	0	1	09-01-2014	25	1277	77	165	13	156	46	5	4	13	7	4	1	0	1	1	0	0	3	11	0
11980	1905	Basic	Together	519631.12817672675	1	0	31-07-2012	26	866	67	1203	208	3	187	11	22	21	3	4	1	1	1	0	1	1	3	11	0
11981	1957	PhD	Single	250902.80609746478	1	1	24-10-2012	76	837	195	1537	134	251	137	9	16	2	12	8	1	1	0	1	0	1	3	11	1
11982	1912	Master	Divorced	510163.9994958732	1	1	13-02-2014	61	167	151	914	20	254	188	7	2	17	13	16	0	1	0	1	1	1	3	11	1
11983	1949	2n Cycle	Single	6062.932890892777	1	2	10-11-2012	61	5	86	878	90	97	295	15	21	19	7	4	0	1	1	1	0	0	3	11	1
11984	1938	Basic	Single	318937.6773857128	2	1	27-01-2013	51	141	35	446	48	148	4	1	17	13	1	2	1	1	0	0	0	1	3	11	0
11985	1900	PhD	Single	529625.616206631	0	2	04-01-2013	43	374	132	1501	11	107	269	15	17	6	6	18	1	0	0	1	0	0	3	11	0
11986	1902	2n Cycle	Absurd	420669.4163643789	1	2	22-12-2012	97	1148	26	1376	21	122	222	5	20	10	2	20	1	0	1	0	0	1	3	11	1
11987	1965	2n Cycle	Absurd	316951.6375228017	1	2	04-09-2012	32	1346	164	534	161	258	88	11	10	14	10	1	1	0	1	0	0	1	3	11	0
11988	1959	Basic	Divorced	430375.6773047994	1	1	16-10-2013	89	394	26	1049	155	78	197	1	12	14	4	3	0	0	0	0	1	0	3	11	1
11989	1903	PhD	Married	604791.04754966	2	2	14-04-2014	83	1190	94	29	158	210	331	5	20	4	3	19	1	1	1	1	0	1	3	11	1
11990	1904	Master	Widow	378337.6489705489	1	0	11-09-2013	62	1047	75	786	86	176	110	5	12	13	1	19	0	0	0	0	1	1	3	11	1
11991	1902	Basic	Married	533536.6310047172	1	1	21-01-2013	71	108	174	678	208	67	241	9	27	22	12	17	0	0	0	0	1	1	3	11	0
11992	1917	2n Cycle	Married	653861.1447403419	0	0	02-04-2013	79	209	191	1625	7	259	150	12	2	25	7	18	0	1	0	0	0	1	3	11	1
11993	1941	2n Cycle	Single	470887.698015319	2	1	03-05-2014	68	606	133	223	165	124	78	6	15	3	7	2	1	0	0	1	1	1	3	11	0
11994	1941	Graduation	YOLO	382954.94013733836	0	2	24-07-2013	33	1225	75	105	9	207	240	13	25	16	13	7	1	0	0	1	1	0	3	11	0
11995	1981	PhD	Married	26655.75573773525	1	2	23-03-2013	26	1433	183	1563	29	165	76	0	13	21	9	7	0	1	0	0	0	0	3	11	0
11996	1903	Graduation	Single	250733.83575381243	2	1	01-01-2014	35	796	127	1662	257	261	141	15	3	23	6	11	0	0	1	1	0	0	3	11	1
11997	1954	Master	Single	377713.22945260874	1	2	25-08-2012	3	1	141	1480	132	216	136	0	4	26	11	16	0	1	0	1	1	1	3	11	1
11998	1928	Basic	Widow	531821.3489639225	1	0	17-03-2013	52	742	21	60	196	110	347	0	25	16	13	19	0	1	0	1	1	1	3	11	0
11999	1931	2n Cycle	Together	293041.6464091008	2	0	11-12-2012	70	765	182	175	55	72	288	4	5	22	5	6	1	1	0	1	1	1	3	11	0
12000	1945	PhD	Single	640107.3096539254	0	2	02-07-2013	36	1134	74	1630	197	164	288	0	14	6	7	16	0	1	0	1	0	1	3	11	1
12001	1982	2n Cycle	Absurd	182455.45069457588	2	1	14-12-2012	99	75	103	1486	184	97	294	2	20	28	6	1	1	0	1	1	1	1	3	11	1
12002	1970	Graduation	Married	496819.53251436696	2	1	15-05-2013	87	211	51	607	20	39	288	0	27	0	13	4	0	1	0	1	0	1	3	11	1
12003	1995	Graduation	Widow	280359.0743502514	0	0	26-03-2013	78	1256	102	140	16	247	3	6	8	17	8	6	0	1	1	0	1	1	3	11	0
12004	1948	Basic	Alone	324881.24562267517	2	2	02-03-2014	49	186	183	85	78	167	337	7	12	25	7	18	1	0	0	1	1	0	3	11	0
12005	1996	PhD	Alone	535342.4923903504	0	2	26-09-2012	69	1298	101	1511	26	125	281	3	12	17	5	11	1	0	0	0	1	0	3	11	1
12006	1893	PhD	Alone	198694.19122163847	0	0	03-08-2012	25	309	120	634	166	49	24	8	5	25	5	1	1	0	0	0	0	1	3	11	0
12007	1948	Basic	Married	66103.8216641481	2	1	28-05-2014	89	965	76	1418	234	205	226	7	25	26	9	0	0	0	0	1	1	0	3	11	1
12008	1896	Graduation	Together	347666.6674105138	2	2	06-01-2013	24	887	5	352	110	251	245	6	17	19	10	10	1	1	0	0	0	0	3	11	1
12009	1922	Graduation	Divorced	353344.57399433746	0	1	14-02-2013	32	210	147	1447	213	7	358	10	15	1	13	7	0	0	1	0	0	0	3	11	0
12010	1904	Graduation	YOLO	531795.5497924511	0	1	12-05-2014	66	350	53	1131	197	211	209	8	15	4	1	13	0	0	1	0	0	1	3	11	0
12011	1927	2n Cycle	Together	645600.2997151489	0	0	17-04-2014	72	321	1	178	196	59	232	9	20	12	7	15	1	1	1	1	0	1	3	11	1
12012	1969	Master	YOLO	38501.41716442667	0	1	09-10-2012	36	206	71	581	12	255	65	2	15	14	5	1	0	1	1	0	1	1	3	11	1
12013	1944	Graduation	Widow	395165.63191284786	0	0	23-06-2014	37	1113	157	975	112	62	334	11	10	13	1	7	1	1	1	0	0	0	3	11	0
12014	1923	Master	Together	454736.6208334018	2	2	17-12-2012	93	657	90	638	97	188	199	1	25	23	10	11	1	0	1	0	0	0	3	11	0
12015	1994	Master	Alone	657224.8069613191	1	1	23-08-2012	26	64	127	413	137	153	93	9	8	17	10	14	1	0	0	1	0	0	3	11	1
12016	1979	PhD	Together	628492.1667204325	2	0	27-12-2013	12	415	181	205	55	150	302	4	0	23	1	19	0	1	0	0	0	0	3	11	1
12017	1960	Basic	Widow	475464.1616845235	1	0	26-07-2013	22	1022	131	949	103	146	120	15	12	3	1	11	1	1	0	1	1	1	3	11	0
12018	1944	2n Cycle	Widow	348686.56395525014	0	1	22-03-2014	66	1315	198	774	231	145	166	9	25	28	1	13	0	1	0	0	1	1	3	11	0
12019	1972	Master	Alone	109133.07079798159	2	0	01-03-2014	86	476	174	1090	171	177	215	14	0	22	11	9	1	1	0	0	1	0	3	11	1
12020	1899	2n Cycle	Absurd	257182.8219114045	1	2	05-10-2012	98	1464	87	478	27	146	360	8	19	10	2	3	0	0	1	1	0	1	3	11	1
12021	1914	PhD	Married	390798.898334204	0	1	28-01-2014	87	369	95	1161	91	230	191	1	15	21	5	19	0	1	0	1	1	0	3	11	0
12022	1985	Graduation	YOLO	483941.8509107941	2	2	15-10-2012	54	672	146	224	204	231	243	1	6	19	4	20	0	0	1	1	0	1	3	11	1
12023	1967	Master	Single	424230.040151931	1	0	31-10-2012	36	742	41	1084	35	15	139	4	13	21	2	16	1	0	0	0	1	1	3	11	1
12024	1948	Basic	Divorced	476575.959356131	2	2	24-02-2014	11	653	98	1637	128	146	35	15	8	11	6	20	1	0	1	0	1	0	3	11	0
12025	1989	PhD	Divorced	287088.94976672065	1	0	13-05-2014	53	431	169	1316	170	175	13	8	17	27	3	8	0	1	1	0	0	0	3	11	1
12026	1950	2n Cycle	Alone	485555.58008312446	2	0	05-01-2014	19	238	50	14	194	7	306	8	12	12	1	8	1	0	0	0	1	1	3	11	1
12027	1985	Graduation	Absurd	97308.73581272802	2	2	29-10-2012	17	292	2	49	31	49	182	9	24	2	13	14	1	0	1	1	0	1	3	11	1
12028	1956	2n Cycle	Divorced	109839.49179851767	1	1	02-11-2013	6	236	36	1124	118	188	333	3	12	25	9	18	1	0	0	0	1	1	3	11	1
12029	1995	Basic	Together	110002.95571925968	2	1	15-04-2014	89	644	21	1449	69	87	155	11	3	13	11	16	1	1	0	0	0	0	3	11	0
12030	1904	Master	Widow	594098.1810715408	2	1	26-02-2014	75	700	160	963	197	12	42	8	16	28	0	17	1	0	1	0	1	1	3	11	1
12031	1899	Basic	YOLO	52287.78592019018	0	2	24-09-2012	97	324	102	1033	230	201	147	11	22	11	3	6	0	1	1	1	0	0	3	11	0
12032	1947	2n Cycle	Absurd	534681.7713319066	1	2	08-12-2013	95	421	97	755	192	146	173	0	4	19	7	15	0	0	0	1	1	0	3	11	0
12033	1995	2n Cycle	Widow	157039.6986636052	2	2	23-11-2012	93	429	176	122	167	157	80	8	16	3	1	4	1	1	0	0	0	1	3	11	1
12034	1954	Basic	Alone	313205.93091315	1	2	04-08-2013	1	353	86	661	87	60	29	10	16	11	10	17	0	0	1	0	1	0	3	11	1
12035	1982	Basic	Widow	610782.5147625661	2	1	09-12-2012	53	292	181	670	114	34	103	6	9	28	2	6	0	0	1	1	1	0	3	11	1
12036	1996	Basic	YOLO	391340.757759492	1	1	09-04-2014	7	794	61	995	137	105	299	8	15	8	5	13	1	1	1	1	0	1	3	11	1
12037	1965	Graduation	Single	141444.8138125996	1	0	25-07-2013	32	623	34	252	75	109	123	10	13	0	2	17	1	1	1	0	0	1	3	11	1
12038	1990	2n Cycle	Widow	190631.70834814635	0	2	02-10-2013	45	1280	28	1355	226	263	82	9	1	28	8	7	1	0	0	1	1	1	3	11	0
12039	1969	PhD	Widow	613768.0963067681	0	1	14-09-2013	41	1436	65	1224	90	223	72	4	22	23	12	16	0	1	0	1	0	1	3	11	0
12040	1947	Graduation	Absurd	285753.37298692856	1	1	29-01-2014	93	380	124	1121	76	172	170	5	14	8	12	19	0	0	1	0	0	1	3	11	0
12041	1928	Graduation	YOLO	392037.77912860253	2	1	07-07-2013	62	1223	49	1245	179	128	63	0	6	23	9	20	0	1	1	0	0	0	3	11	0
12042	1981	Graduation	Together	307555.4750952995	1	1	28-12-2013	91	224	13	719	189	245	123	1	2	4	2	0	1	1	0	1	0	0	3	11	1
12043	1916	PhD	Married	253367.10851458387	2	1	05-03-2013	76	902	47	274	241	8	128	14	17	7	2	13	0	0	0	1	0	1	3	11	0
12044	1936	Basic	Divorced	150196.3295459236	1	1	30-04-2013	87	670	43	503	28	155	304	0	14	14	10	13	0	1	1	0	0	0	3	11	0
12045	1909	2n Cycle	Together	458003.4315662294	0	2	25-11-2013	32	1317	71	845	149	96	274	0	25	12	6	12	1	0	0	1	1	0	3	11	1
12046	1894	Master	Together	479314.97998127865	0	0	26-08-2013	68	519	128	558	218	135	108	6	10	20	13	10	1	1	1	1	0	0	3	11	0
12047	1905	Master	Together	184510.9932730578	2	0	24-01-2014	69	606	155	626	45	209	267	13	23	22	2	19	1	1	0	0	1	1	3	11	1
12048	1923	2n Cycle	Divorced	526371.7139375067	1	2	10-09-2013	3	676	2	695	10	111	118	12	6	19	3	5	1	0	0	0	0	0	3	11	0
12049	1985	PhD	Alone	569941.2179477976	2	1	15-12-2012	57	442	117	369	15	203	235	2	26	25	9	0	1	0	0	0	0	1	3	11	0
12050	1920	Master	Together	613920.0157931949	0	2	30-03-2014	97	718	198	522	181	76	27	14	8	14	3	16	0	0	1	0	1	0	3	11	0
12051	1952	Graduation	Married	108925.93766122522	1	1	19-10-2012	28	181	97	588	184	74	108	15	8	21	6	13	0	1	0	0	1	1	3	11	0
12052	1919	Master	Alone	203819.7984870709	0	1	13-11-2013	20	441	47	1353	35	79	315	14	0	5	8	4	0	0	0	1	0	0	3	11	0
12053	1907	2n Cycle	Widow	573809.9134757173	0	1	22-02-2013	25	607	125	1244	50	43	204	14	1	5	5	6	0	0	1	0	1	0	3	11	0
12054	1987	Graduation	Married	133746.52830756851	1	1	28-02-2014	95	1305	159	346	149	77	244	13	22	14	9	18	0	0	1	0	1	0	3	11	1
12055	1996	Master	Absurd	4036.3034155328373	2	1	25-08-2012	85	943	8	1589	258	180	106	0	23	0	10	14	1	1	1	1	1	0	3	11	1
12056	1971	2n Cycle	YOLO	580774.4283694809	1	2	22-05-2013	40	1136	184	58	112	213	52	0	12	28	7	9	1	1	0	0	0	1	3	11	1
12057	1925	PhD	Alone	218797.98600038854	0	2	01-12-2013	77	266	45	704	54	188	10	6	21	10	6	5	1	0	1	0	1	1	3	11	1
12058	1912	2n Cycle	Widow	277344.32637579285	0	0	22-12-2013	33	929	57	31	215	34	214	10	20	27	10	0	0	0	0	1	0	1	3	11	0
12059	1934	PhD	Widow	298513.5617265781	0	1	17-12-2012	43	800	183	1681	161	70	57	11	21	2	3	13	1	1	1	0	1	1	3	11	0
12060	1904	Graduation	Together	565778.3198692643	0	2	14-08-2012	0	464	14	1667	10	211	117	14	1	13	4	14	0	1	1	0	0	0	3	11	1
12061	1993	2n Cycle	Together	226406.6510573972	2	2	30-03-2014	31	992	118	207	206	220	46	4	11	16	11	9	0	1	0	1	1	0	3	11	0
12062	1965	Basic	Divorced	595039.0181818656	1	1	14-02-2013	31	1409	188	337	20	137	92	12	8	24	4	9	1	1	1	0	0	0	3	11	0
12063	1915	Basic	Single	411955.04269711685	1	1	30-11-2013	50	507	143	1236	106	74	62	15	25	2	9	20	1	0	0	1	1	1	3	11	0
12064	1964	Basic	Married	352341.9251320619	2	2	30-09-2013	23	112	114	178	101	160	13	0	19	28	9	14	1	0	0	0	0	1	3	11	0
12065	1988	Basic	Divorced	218242.80791130636	2	1	19-08-2013	43	1340	45	309	59	234	6	7	8	23	1	2	0	0	0	1	1	1	3	11	1
12066	1906	Basic	Divorced	163782.68047842657	0	2	18-01-2014	84	131	70	408	33	245	218	14	14	10	7	4	0	1	0	1	1	1	3	11	1
